Q60836	P54	Q23925716	Tunay Torun	Turkey national under-16 football team	occurSince	2007
Q489054	P1082	1751	Patersdorf		occurUntil	1950
Q106301	P1346	Q49001	Academy Award for Best Supporting Actress	Whoopi Goldberg	occurUntil	1990
Q448309	P54	Q163534	Gustav Kral	Austria men's national football team	occurSince	2000
Q950819	P54	Q13391	Hemza Mihoubi	US Lecce	occurSince	2007
Q547755	P1082	205	Husí Lhota		occurUntil	1930
Q983786	P54	Q331650	Ignas Dedura	FBK Kaunas	occurSince	1997
Q492446	P1087	2488	Luís Galego		occurSince	2013
Q394163	P1087	2101	Živilė Šarakauskienė		occurSince	2016
Q36159	P647	Q162990	LeBron James	Cleveland Cavaliers	occurUntil	2003
Q233026	P1411	Q80061	Arne Tiselius	Nobel Prize in Physiology or Medicine	occurUntil	1940
Q652524	P1082	485	Jestřabí		occurUntil	1950
Q93413	P1082	212	Písečné		occurSince	2001
Q451870	P1087	2240	Jana Krivec		occurSince	2012
Q525884	P1087	2539	Lev Alburt		occurUntil	2016
Q556128	P54	Q1398111	Ali Kuçik	Fatih Karagümrük S.K.	occurSince	2014
Q715963	P54	Q192071	Itay Shechter	FC Nantes	occurUntil	2015
Q603373	P1082	283	Obora		occurSince	1950
Q12686	P1082	669	Rialp		occurSince	2016
Q419	P463	Q191384	Peru	International Bank for Reconstruction and Development	occurSince	1945
Q1056376	P166	Q900378	Carmen	César Award for Best Sound	occurSince	1985
Q313780	P54	Q51974	Mehdi Mahdavikia	Hamburger SV	occurSince	1999
Q75517	P54	Q48943	Mamady Sidibé	Gillingham F.C.	occurUntil	2005
Q319271	P54	Q479351	Benjamin Lense	SV Darmstadt 98	occurSince	2001
Q1281333	P1087	2213	Lancelot von Naso		occurSince	2003
Q835092	P1082	867	Langa de Duero		occurSince	2004
Q75879	P1087	2290	Edith Keller-Herrmann		occurSince	2005
Q562190	P54	Q2982210	Roberto Canella	Sporting de Gijón B	occurSince	2005
Q513904	P54	Q131785	Michael Jakobsen	Denmark men's national football team	occurSince	2009
Q515356	P1082	2627	Hinterzarten		occurUntil	2010
Q823091	P1082	247	Bernardov		occurUntil	1961
Q344148	P54	Q1624749	İsmail Demiriz	Turkey national under-21 football team	occurSince	1982
Q234463	P166	Q175384	Sydney Brenner	March of Dimes Prize in Developmental Biology	occurUntil	2002
Q947976	P1082	259	Milostín		occurUntil	1991
Q74200	P1087	2240	Barbara Hund		occurUntil	2004
Q975097	P54	Q2752922	Thomas Cruise	England national under-17 association football team	occurSince	2007
Q27794	P54	Q208399	Wahbi Khazri	SC Bastia	occurUntil	2014
Q313160	P54	Q105254	Radoslav Zabavník	1. FSV Mainz 05	occurSince	2010
Q1315874	P4080	96	Tachovská Huť		occurSince	1930
Q60596	P54	Q3590033	Emmanuel Rivière	France national under-16 association football team	occurSince	2005
Q899013	P793	Q557450	Poisk	docking and berthing of spacecraft	occurSince	2011
Q923088	P54	Q1422	Stefano Pioli	Juventus FC	occurSince	1984
Q607623	P1082	156	Tocqueville-sur-Eu		occurUntil	1990
Q86709	P1087	2543	Matthias Wahls		occurSince	2013
Q723552	P1087	2524	Lev Psakhis		occurUntil	2014
Q1155695	P166	Q4806631	The Grandmaster	Asian Film Award for Best Director	occurUntil	2013
Q508122	P1082	324	Schwaig bei Nürnberg		occurUntil	1875
Q197218	P1352	5	Zhang Jike		occurUntil	2014
Q1189026	P54	Q102720	Dennis Cagara	Hertha BSC	occurUntil	2008
Q321918	P1082	1779	Sant Llorenç d'Hortons		occurSince	2002
Q352030	P166	Q154590	Jiří Menzel	Golden Bear	occurSince	1990
Q673029	P54	Q201360	Lauro Amadò	Grasshopper Club Zürich	occurSince	1940
Q217198	P1087	2772	Sergey Karjakin		occurSince	2014
Q860996	P1082	131	Chodovská Huť		occurUntil	1950
Q685868	P1087	2471	Roland Ekström		occurSince	2013
Q870300	P54	Q105861	Peter Közle	VfL Bochum	occurSince	1995
Q502780	P2046	38	Forchtenberg		occurSince	1981
Q782070	P54	Q1369461	Oktay Derelioğlu	Sakaryaspor	occurUntil	2006
Q912982	P54	Q19604	Brian Priske	Portsmouth F.C.	occurUntil	2006
Q341371	P1082	1745	Čestice		occurUntil	1930
Q179794	P1087	2463	Guðmundur Sigurjónsson		occurSince	2009
Q312334	P54	Q736937	Jared Borgetti	CF Pachuca	occurSince	2005
Q309890	P54	Q10319	Manucho	Real Valladolid	occurUntil	2014
Q130332	P4080	15	Borek		occurUntil	2011
Q209283	P1411	Q38104	Bengt Edlén	Nobel Prize in Physics	occurSince	1956
Q299727	P54	Q2641	Rolando	SSC Napoli	occurSince	2013
Q583139	P1087	2506	Walter Arencibia		occurUntil	2016
Q1275033	P1087	2549	Alexander Goldin		occurUntil	2014
Q94507	P1082	325	Pikárec		occurUntil	1961
Q275263	P1087	2464	Subbaraman Vijayalakshmi		occurUntil	2009
Q48977	P1411	Q80061	Archer John Porter Martin	Nobel Prize in Physiology or Medicine	occurSince	1950
Q533995	P1082	219	Unterwaldhausen		occurSince	1987
Q1334256	P39	Q1939555	Elvira Drobinski-Weiß	member of the German Bundestag	occurUntil	2013
Q596555	P54	Q1457	Stefano Guberti	U.C. Sampdoria	occurSince	2010
Q936099	P1082	271	Pustověty		occurUntil	1900
Q1083205	P1087	2090	Christina Lehmann		occurUntil	2012
Q210286	P54	Q836991	Takafumi Akahoshi	Pogoń Szczecin	occurSince	2015
Q519281	P1082	1943	Ballrechten-Dottingen		occurUntil	1996
Q918597	P1087	2464	Salome Melia		occurUntil	2014
Q675955	P1087	2514	Evgeny Sveshnikov		occurSince	2015
Q569028	P54	Q19462	Leon Cort	Charlton Athletic F.C.	occurSince	2011
Q61021	P1082	953	San Cristóbal de la Polantera		occurUntil	2005
Q922946	P54	Q838534	Everson Pereira da Silva	Paraná Clube	occurUntil	1996
Q928275	P1082	632	Chrustenice		occurSince	2001
Q672434	P54	Q862791	Arkadiusz Malarz	Ethnikos Achna FC	occurSince	2012
Q964867	P1082	156	Montealegre de Campos		occurUntil	2002
Q279561	P1082	1795	Roccasicura		occurSince	1901
Q436160	P54	Q73971	Renato Chaves	Clube Náutico Capibaribe	occurSince	2014
Q278777	P1087	2747	Peter Svidler		occurSince	2017
Q215040	P54	Q188277	Maxwell	Cruzeiro E.C.	occurUntil	2001
Q1191198	P1087	2722	Ding Liren		occurSince	2013
Q330130	P54	Q2387559	Roland Kirchler	FC Tirol Innsbruck	occurSince	1990
Q747633	P54	Q2074	Paolo Mastrantonio	Genoa CFC	occurUntil	1988
Q127320	P54	Q429468	Lars Lunde	FC Baden	occurSince	1990
Q486592	P1087	2560	Alon Greenfeld		occurSince	2016
Q644750	P1087	2432	Alexey Khruschiov		occurUntil	2013
Q923774	P54	Q208585	Matheus Leite Nascimento	Vitória F.C.	occurSince	2010
Q352413	P1087	2620	Alexander Beliavsky		occurUntil	2014
Q168943	P1087	2591	Zdenko Kožul		occurSince	2005
Q1262993	P1082	735	Dubenec		occurUntil	1961
Q179794	P1087	2463	Guðmundur Sigurjónsson		occurSince	2012
Q964563	P1087	2599	Vasil Spasov		occurUntil	2010
Q732938	P1087	2594	Vladimir Potkin		occurUntil	2017
Q687283	P1082	1362	Hernstein		occurSince	1880
Q71846	P1411	Q44585	Otto Ruff	Nobel Prize in Chemistry	occurUntil	1932
Q393429	P1082	804	Žatčany		occurSince	1980
Q473184	P1087	2553	Valeri Filippov		occurSince	2013
Q758082	P1087	2490	Attila Czebe		occurSince	2017
Q829951	P1082	121	Almazul		occurSince	2006
Q2423	P17	Q15180	Yaroslavl	Soviet Union	occurUntil	1991
Q1029155	P166	Q900385	Camille Claudel	César Award for Best Costume Design	occurUntil	1989
Q614975	P54	Q2446294	Arne Larsen Økland	Norway national under-21 association football team	occurSince	1974
Q632412	P1082	1270	Rohrdorf		occurUntil	1967
Q605135	P54	Q16334	Ercole Rabitti	Città di Casale	occurUntil	1944
Q536934	P1087	2579	Konstantin Chernyshov		occurSince	2010
Q219000	P1087	2553	Zoltán Medvegy		occurSince	2016
Q718443	P54	Q618520	Václav Kadlec	FC Midtjylland	occurSince	2016
Q704302	P54	Q289482	Francesco Antonioli	AC Monza	occurSince	1986
Q459285	P54	Q201360	Alain Schultz	Grasshopper Club Zürich	occurUntil	2010
Q63926	P1087	2530	Lothar Schmid		occurUntil	2011
Q926737	P54	Q82429	Óscar Rojas Ruiz	C.S. Herediano	occurUntil	2012
Q106807	P1087	2625	Magnus Carlsen		occurSince	2006
Q346022	P1087	2532	József Pintér		occurSince	2006
Q433358	P1087	2499	Elina Danielian		occurUntil	2009
Q529234	P1082	703	Gunningen		occurSince	2011
Q874522	P54	Q106394	Dennis Kruppke	SC Freiburg	occurUntil	2007
Q379756	P54	Q12278	Quini	Sporting de Gijón	occurSince	1968
Q219074	P1087	2592	Zoltán Varga		occurUntil	2004
Q168192	P54	Q666969	Zbigniew Zakrzewski	Arka Gdynia	occurSince	2008
Q1222692	P1087	2155	Dieter Riegler		occurSince	2008
Q1286294	P54	Q1162277	Levente Schultz	Hungary national under-17 football team	occurSince	1995
Q569028	P54	Q19467	Leon Cort	Crystal Palace F.C.	occurSince	2006
Q41533	P54	Q9616	La hermana de garciña	Chelsea F.C.	occurUntil	2014
Q198104	P1087	2501	Zhu Chen		occurSince	2006
Q11865	P1082	733	Saus, Camallera i Llampaies		occurUntil	2005
Q988121	P54	Q1681805	Valerio Bacigalupo	Savona F.B.C.	occurSince	1934
Q833604	P1082	61	Fuentelsaz de Soria		occurUntil	2010
Q486592	P1087	2546	Alon Greenfeld		occurUntil	2015
Q915656	P54	Q603271	Ivo Georgiev	FC Aarau	occurSince	1996
Q352413	P1087	2602	Alexander Beliavsky		occurSince	2016
Q526439	P1082	700	Castejón de Monegros		occurUntil	2001
Q937659	P1087	2404	Yoshiharu Habu		occurSince	2007
Q368465	P1082	536	Skašov		occurUntil	1921
Q1124934	P1087	2616	Robert Markuš		occurUntil	2010
Q642446	P54	Q207373	Ataúd Gazale	Club Social y Deportivo Colo Colo	occurSince	2011
Q330125	P2656	128	Guyana men's national football team		occurSince	2016
Q11598	P1411	Q596294	Arrested Development	Golden Globe Award for Best Television Series – Musical or Comedy	occurSince	2003
Q13932	P1082	572	Rellinars		occurSince	2004
Q694140	P1411	Q1011509	Michael Clayton	Golden Globe Award for Best Motion Picture – Drama	occurSince	2007
Q359038	P54	Q8780	Joan Verdú	RCD Espanyol de Barcelona	occurUntil	2013
Q250859	P54	Q10333	Álvaro Cervera	Valencia CF	occurUntil	1995
Q503878	P1082	2365	Offenau		occurSince	1982
Q527913	P1087	2193	Beata Kądziołka		occurUntil	2001
Q1334637	P1087	2551	Emanuel Berg		occurUntil	2015
Q1321755	P1087	2261	Silvia-Raluca Sgîrcea		occurUntil	2013
Q168431	P1411	Q37922	Ignazio Silone	Nobel Prize in Literature	occurUntil	1960
Q350867	P54	Q11979	Masoud Shojaei	UD Las Palmas	occurSince	2013
Q372858	P54	Q603271	Ciriaco Sforza	FC Aarau	occurUntil	1990
Q484915	P1087	2460	Konstantin Maslak		occurUntil	2004
Q1228749	P1082	2604	Sopuerta		occurSince	2012
Q968844	P1087	2679	Romain Édouard		occurUntil	2014
Q725279	P1087	2626	Constantin Lupulescu		occurSince	2015
Q364327	P1087	2571	Ljubomir Ljubojević		occurSince	2014
Q537783	P54	Q9617	Paul Mariner	Arsenal F.C.	occurSince	1984
Q968844	P1087	2638	Romain Édouard		occurUntil	2015
Q71022	P1411	Q38104	Ernst Ruska	Nobel Prize in Physics	occurSince	1960
Q602923	P1082	724	Anguerny		occurUntil	1999
Q795185	P54	Q41420	Cedric van der Gun	Borussia Dortmund	occurSince	2005
Q61925	P1082	3983	Igersheim		occurSince	1971
Q330588	P1082	58	Útěchovičky		occurSince	1970
Q193177	P17	Q28513	Sandomierz	Austria–Hungary	occurUntil	1918
Q1003422	P54	Q738886	Francis Litsingi	FK Teplice	occurSince	2013
Q675955	P1087	2499	Evgeny Sveshnikov		occurUntil	2016
Q886	P1411	Q7243508	The Simpsons	Primetime Emmy Award for Outstanding Music Composition for a Series (Original Dramatic Score)	occurSince	1998
Q179903	P1082	1495	Kněžice		occurUntil	1890
Q349656	P54	Q188568	Toni Mičevski	North Macedonia men's national football team	occurUntil	2002
Q362848	P54	Q750437	Steve Gohouri	Xanthi F.C.	occurUntil	2013
Q123026	P166	Q38104	Charles Édouard Guillaume	Nobel Prize in Physics	occurSince	1920
Q91265	P1087	2541	Ralf Appel		occurSince	2008
Q550582	P1082	1148	Kolbingen		occurSince	1974
Q874927	P54	Q851233	József Csábi	Budapesti VSC	occurSince	1994
Q815086	P1087	2307	Bela Mesaros		occurSince	2010
Q154586	P1087	2826	Levon Aronian		occurSince	2014
Q960386	P1082	198	Palomar de Arroyos		occurUntil	2010
Q342530	P54	Q19444	Mikael Forssell	Birmingham City F.C.	occurUntil	2008
Q507711	P1087	2482	Jean-René Koch		occurSince	2002
Q1136788	P54	Q298217	Fabrizio Di Mauro	U.S. Avellino 1912	occurUntil	1988
Q486592	P1087	2540	Alon Greenfeld		occurSince	2014
Q80819	P1082	2553	Lauterstein		occurUntil	1977
Q926387	P54	Q207373	Sergio Livingstone	Club Social y Deportivo Colo Colo	occurUntil	1957
Q339194	P1082	325	Černá		occurUntil	1991
Q1164122	P1082	435	Cossé-d'Anjou		occurSince	2008
Q829723	P1082	934	Besednice		occurSince	1880
Q723552	P1087	2517	Lev Psakhis		occurUntil	2015
Q348674	P54	Q138749	Andreas Bjelland	Denmark national under-16 association football team	occurSince	2004
Q1334037	P1087	2660	Eltaj Safarli		occurUntil	2013
Q81642	P1082	3889	Neckartailfingen		occurSince	2005
Q896281	P1082	1037	Bořetice		occurUntil	1900
Q246225	P1082	691	Trnava		occurSince	2016
Q559216	P1082	801	Alborea		occurSince	2002
Q647985	P54	Q6334727	Marie-Eve Nault	Ottawa Fury FC	occurSince	2003
Q536448	P1082	1742	Stödtlen		occurUntil	1984
Q947976	P1082	714	Milostín		occurSince	1869
Q219074	P1087	2467	Zoltán Varga		occurUntil	2015
Q601029	P1082	87	Baides		occurUntil	2013
Q515280	P1082	883	Untermarchtal		occurSince	1995
Q466513	P166	Q178473	Vladimir Dzhanibekov	Hero of the Soviet Union	occurSince	1981
Q836802	P1082	250	Valdemaluque		occurSince	2007
Q883271	P1082	502	Blažkov		occurSince	1890
Q492446	P1087	2528	Luís Galego		occurUntil	2006
Q284374	P1082	115	Vystrčenovice		occurSince	2017
Q312508	P54	Q852266	Arthur Boka	ASEC Mimosas	occurSince	1996
Q62021	P1082	2745	Eigeltingen		occurSince	1985
Q353152	P54	Q47762	Cliff Britton	England men's national association football team	occurSince	1934
Q961878	P54	Q3873525	Thomas Delaney	Denmark national under-19 football team	occurSince	2009
Q461463	P1087	2195	Elisabeta Polihroniade		occurSince	2015
Q1033423	P4080	29	Hamrníky		occurUntil	1910
Q392537	P1082	1836	Štítná nad Vláří-Popov		occurSince	1900
Q830969	P1082	733	Betancuria		occurUntil	2014
Q1272671	P1082	475	Děčany		occurSince	1970
Q175738	P54	Q257984	Carlos Merino	Gimnàstic de Tarragona	occurSince	2005
Q453607	P1087	2443	Tania Sachdev		occurUntil	2013
Q944466	P1082	369	Muñogalindo		occurSince	2016
Q61636	P1082	481	Fröhnd		occurUntil	1973
Q675802	P54	Q182876	Kuami Agboh	AJ Auxerre	occurUntil	2005
Q506493	P1087	2613	Mikhail Gurevich		occurUntil	2010
Q541305	P1087	2198	Salomėja Zaksaitė		occurUntil	2011
Q492446	P1087	2448	Luís Galego		occurSince	2016
Q339184	P1082	197	Unín		occurUntil	1961
Q109717	P1087	2533	Niclas Huschenbeth		occurUntil	2014
Q547755	P1082	191	Husí Lhota		occurUntil	1900
Q258909	P2196	324	Varga Katalin Secondary School		occurSince	1973
Q625823	P54	Q598834	Rômulo Marques Macedo	Criciúma Esporte Clube	occurSince	2001
Q1308309	P54	Q2798	Manuel Belleri	Udinese Calcio	occurSince	2004
Q1017	P17	Q713750	Aachen	West Germany	occurUntil	1990
Q313955	P54	Q1423118	Beto	Göztepe S.K.	occurSince	2017
Q278734	P54	Q207503	Rade Prica	Helsingborgs IF	occurUntil	2016
Q274276	P39	Q3044918	Édouard Courtial	member of the French National Assembly	occurUntil	2012
Q578108	P54	Q1253472	Stelios Demetriou	Doxa Katokopias F.C.	occurSince	2015
Q461003	P1411	Q430910	Steven Moffat	Hugo Award for Best Dramatic Presentation, Short Form	occurUntil	2006
Q374224	P54	Q134255	Adrian Sikora	Górnik Zabrze	occurSince	2003
Q503945	P4080	725			occurSince	1987
Q542985	P1087	2534	Róbert Ruck		occurSince	2007
Q602838	P1082	1848	Křižanov		occurSince	2001
Q571639	P54	Q181216	Ante Čović	HNK Hajduk Split	occurUntil	1994
Q508771	P1082	2726	Offenberg		occurUntil	1987
Q550773	P1082	1755	Schechingen		occurSince	1991
Q515170	P54	Q490586	Olivier Werner	R.A.E.C. Mons	occurUntil	2005
Q341748	P1082	539	Čučice		occurUntil	1961
Q338794	P54	Q10308	Agustín Aranzábal	Real Zaragoza	occurUntil	2007
Q279561	P1082	699	Roccasicura		occurUntil	1991
Q535991	P1082	599	Vlkava		occurUntil	1921
Q179794	P1087	2463	Guðmundur Sigurjónsson		occurSince	2010
Q217070	P39	Q3044918	Laurent Fabius	member of the French National Assembly	occurSince	1997
Q491587	P54	Q482566	Park Chul-woo	Jeonnam Dragons FC	occurSince	1998
Q931432	P54	Q189671	Francisco Gabriel Guerrero	FC Basel	occurUntil	2004
Q923097	P1082	358	Lesonice		occurSince	1910
Q63926	P1087	2530	Lothar Schmid		occurSince	2013
Q1189661	P54	Q184602	Jalal Hosseini	Iran men's national football team	occurSince	2007
Q651967	P54	Q173009	Ognjen Vranješ	FK Crvena zvezda	occurUntil	2011
Q477250	P54	Q19589	Shelton Martis	Doncaster Rovers F.C.	occurSince	2008
Q650805	P1082	402	Aísa		occurSince	2008
Q645185	P1082	879	Dívčice		occurUntil	1961
Q10510	P1411	Q680221	Jenson Button	Laureus World Sports Award for Breakthrough of the Year	occurSince	2010
Q472807	P54	Q287851	Danni Jensen	Akademisk Boldklub	occurUntil	2012
Q525884	P1087	2539	Lev Alburt		occurSince	2016
Q605232	P1082	2712	Linyola		occurSince	2011
Q234897	P166	Q10855226	Michèle Morgan	Grand Cross of the Legion of Honour	occurUntil	2013
Q538672	P1082	311	Dürnau		occurUntil	1970
Q435122	P1087	2104	Květa Eretová		occurSince	2013
Q651930	P1082	2436	Křemže		occurSince	1980
Q896340	P4080	50	Bošín		occurSince	1869
Q94236	P1082	100	Podolí		occurUntil	1991
Q667329	P1087	2517	Viktor Gavrikov		occurUntil	2007
Q961216	P1082	755	Barrundia		occurSince	2004
Q525884	P1087	2539	Lev Alburt		occurUntil	2016
Q993854	P54	Q166107	Bruno Sutter	SC Young Fellows Juventus	occurSince	1994
Q64791	P1411	Q35637	Fritz von Unruh	Nobel Peace Prize	occurUntil	1962
Q453607	P1087	2413	Tania Sachdev		occurSince	2015
Q944137	P1082	2576	Frigiliana		occurSince	2005
Q1334637	P1087	2495	Emanuel Berg		occurUntil	2004
Q200604	P54	Q190916	Gaëtan Englebert	Club Brugge K.V.	occurUntil	2008
Q163415	P166	Q21531768	William Shockley	Holley Medal	occurUntil	1963
Q718236	P1087	2607	Aleksander Delchev		occurUntil	2015
Q561752	P166	Q478850	Yulii Khariton	Order of the Red Banner of Labour	occurUntil	1945
Q334073	P39	Q2741536	George Brown, Baron George-Brown	Leader of the Opposition	occurUntil	1963
Q516301	P1538	1421	Mengkofen		occurSince	1987
Q603206	P31	Q484170	Les Avenières	commune of France	occurUntil	2015
Q41548	P1971	1	Antonio Banderas		occurSince	1996
Q461463	P1087	2195	Elisabeta Polihroniade		occurSince	2012
Q715401	P1087	2345	Arturo Pomar		occurSince	2011
Q618657	P1082	827	Aigües		occurSince	2006
Q218022	P166	Q24137	Alain Resnais	César Award for Best Director	occurUntil	1978
Q785005	P1082	856	Valdemaqueda		occurUntil	2010
Q499350	P54	Q876583	Andreas Lukse	DSV Leoben	occurSince	2008
Q736911	P1087	2310	Anna Akhsharumova		occurUntil	2012
Q503479	P1082	187	Irchenrieth		occurSince	1925
Q963518	P1082	435	Valy		occurUntil	2001
Q1116829	P1082	1992	Vilafamés		occurUntil	2008
Q887996	P54	Q80958	Jonílson Clovis Nascimento Breves	Botafogo F.R.	occurSince	2005
Q1255332	P1082	276	Drahonín		occurUntil	1921
Q1251635	P1082	2459	Doubí		occurUntil	1930
Q672337	P1082	418	Přehořov		occurSince	1970
Q675831	P54	Q198032	Orlando Calisto de Souza	Esporte Clube Bahia	occurUntil	2002
Q154586	P1087	2815	Levon Aronian		occurUntil	2014
Q1334637	P1087	2594	Emanuel Berg		occurUntil	2010
Q726187	P1087	2637	Zurab Azmaiparashvili		occurUntil	2013
Q695858	P54	Q270995	Paulo Rink	Clube Atlético Mineiro	occurUntil	1991
Q609555	P1082	33	Valacloche		occurUntil	2009
Q1183480	P54	Q31533	Dejan Kelhar	NK Celje	occurSince	2003
Q106547	P166	Q1031994	Paul Lauterbur	Canada Gairdner International Award	occurSince	1985
Q667072	P54	Q290540	Louis Agyemang	Étoile Sportive du Sahel	occurSince	2007
Q1305239	P1082	495	Ludslavice		occurUntil	1980
Q982262	P54	Q200321	Allan K. Jepsen	SC Heerenveen	occurUntil	2000
Q715401	P1087	2345	Arturo Pomar		occurSince	2015
Q311214	P39	Q1371091	Robin Cook	Secretary of State for Foreign and Commonwealth Affairs	occurSince	1997
Q140520	P1082	1526	Zahara de la Sierra		occurSince	2002
Q1140277	P54	Q2710	Cristian Bucchi	Delfino Pescara 1936	occurUntil	2011
Q829723	P1082	814	Besednice		occurUntil	1980
Q123026	P1411	Q38104	Charles Édouard Guillaume	Nobel Prize in Physics	occurSince	1914
Q310007	P54	Q8806	Pedro León	Getafe CF	occurUntil	2016
Q321567	P54	Q188656	Antonio Rukavina	FK Partizan	occurSince	2007
Q1210530	P54	Q185163	Didier Couécou	OGC Nice	occurUntil	1970
Q158848	P17	Q186096	Meshchovsk	Tsardom of Russia	occurSince	1547
Q896281	P1082	1380	Bořetice		occurSince	1970
Q337988	P54	Q978110	Marcelo Méndez	Centro Atlético Fénix	occurUntil	2004
Q730818	P1087	2470	Viesturs Meijers		occurUntil	2013
Q605273	P1082	323	Pampaneira		occurUntil	2014
Q48053	P166	Q185493	Kirill Moskalenko	Order of Lenin	occurUntil	1945
Q458604	P54	Q390256	Andrius Skerla	Dunfermline Athletic F.C.	occurUntil	2005
Q827430	P54	Q131603	Sebastian Hertner	TSV 1860 München	occurUntil	2015
Q531137	P54	Q697353	Braulio Nóbrega	UD Salamanca	occurSince	2006
Q952098	P1087	2646	Surya Shekhar Ganguly		occurUntil	2013
Q669313	P54	Q162472	Daniel Šmejkal	FK Příbram	occurSince	1999
Q93483	P1082	207	Sulkovec		occurUntil	2001
Q508489	P54	Q7156	Juan Antonio Pizzi	FC Barcelona	occurSince	1996
Q875868	P54	Q8466	Markus Karl	1. FC Kaiserslautern	occurUntil	2016
Q106807	P1087	2876	Magnus Carlsen		occurSince	2015
Q88430	P1087	2440	Thomas Pähtz		occurSince	2010
Q777044	P1082	1110	Calvos de Randín		occurUntil	2007
Q553738	P54	Q512476	Kaarel Kiidron	FK Viktoria Žižkov	occurSince	2012
Q515356	P1082	2303	Hinterzarten		occurUntil	1985
Q678721	P1082	896	Maruri-Jatabe		occurUntil	2010
Q686549	P1082	13	Monasterio		occurSince	2016
Q512981	P1082	2510	Haines Borough		occurUntil	2010
Q834312	P1082	72	Torrubia de Soria		occurSince	2012
Q677402	P54	Q298333	Onofrio Barone	Lucchese 1905	occurSince	1996
Q811076	P1082	891	Batňovice		occurSince	1950
Q492441	P1087	2487	Daniël Stellwagen		occurSince	2003
Q468216	P1087	2216	Ana Srebrnič		occurUntil	2016
Q735118	P1082	394	Vidochov		occurSince	1980
Q245733	P1082	341	Radkovice u Hrotovic		occurSince	1991
Q642892	P1082	754	Burganes de Valverde		occurUntil	2012
Q987205	P54	Q1900	Claudio Azzali	Cagliari Calcio	occurSince	1980
Q896370	P1082	702	Božejov		occurUntil	1900
Q129655	P54	Q9408	Dougie Freedman	Barnet F.C.	occurUntil	1995
Q364327	P1087	2571	Ljubomir Ljubojević		occurSince	2017
Q922926	P1082	305	Murueta		occurUntil	2007
Q327205	P54	Q2016992	Alexander Merkel	Germany national under-18 football team	occurUntil	2009
Q167219	P54	Q6601875	Ilgar Gurbanov	Fenerbahçe Istanbul	occurSince	2003
Q445541	P54	Q5014111	Edmundo	CR Vasco da Gama	occurUntil	1997
Q620675	P1087	2311	Jordi Ayza i Ballester		occurUntil	2009
Q482971	P1087	2410	Ana Matnadze		occurSince	2010
Q590606	P1087	2355	Mary Ann Gomes		occurUntil	2015
Q971610	P1087	2383	John Peters		occurUntil	2009
Q48989	P166	Q838121	ZDF	Peabody Awards	occurSince	1996
Q15945	P1082	202	Castellfollit de Riubregós		occurUntil	2005
Q517260	P1082	3757	Königsberg in Bayern		occurSince	1987
Q952411	P1087	2254	Yair Kraidman		occurUntil	2013
Q962371	P1082	770	Miravet		occurUntil	2011
Q99199	P1087	2308	Ekaterina Borulya		occurUntil	2012
Q989442	P1346	Q311271	Primetime Emmy Award for Outstanding Lead Actor in a Comedy Series	John Lithgow	occurUntil	1999
Q1912	P54	Q1450568	Karim Benzema	France national under-17 association football team	occurSince	2004
Q673882	P54	Q749113	Marcel Ritzmaier	SK Austria Kärnten	occurUntil	2010
Q557734	P1082	1539	Wain		occurUntil	2010
Q12715	P1082	699	Vilaller		occurSince	2008
Q622942	P1087	2171	Lisandra Llaudy Pupo		occurSince	2005
Q106807	P1087	2776	Magnus Carlsen		occurUntil	2009
Q1308309	P54	Q1886	Manuel Belleri	Atalanta BC	occurUntil	2008
Q815086	P1087	2307	Bela Mesaros		occurUntil	2010
Q246209	P1082	302	Radotice		occurUntil	1910
Q923816	P54	Q2414604	Marco Martini	Vis Pesaro dal 1898	occurSince	2000
Q93731	P54	Q893308	Daniel Gustavsson	AFC Eskilstuna	occurSince	2009
Q627186	P1087	2375	Román Hernández Onna		occurUntil	2013
Q984587	P1082	303	Torres de Barbués		occurSince	2010
Q488612	P4080	693	Teisnach		occurUntil	1987
Q115484	P1411	Q900378	Garde à Vue	César Award for Best Sound	occurUntil	1982
Q930371	P54	Q19456	Sam Vokes	Bristol City F.C.	occurSince	2010
Q495417	P1082	2337	Faulk County		occurSince	2015
Q45747	P1087	2780	Viswanathan Anand		occurSince	2012
Q117249	P1411	Q787098	Robbie Robertson	BAFTA Award for Best Original Music	occurUntil	2003
Q616042	P1087	2538	Wiktor Moskalenko		occurUntil	2002
Q946394	P54	Q48935	Neil Pointon	Chesterfield F.C.	occurSince	2000
Q1295587	P1082	1141	Hradištko		occurSince	1991
Q470173	P1087	2337	Michel Jadoul		occurUntil	2007
Q879474	P54	Q104770	Patrick Weiser	1. FC Köln	occurUntil	1997
Q215841	P54	Q47762	Joleon Lescott	England men's national association football team	occurUntil	2013
Q132190	P1087	2137	Arianne Caoili		occurUntil	2016
Q585320	P1087	2632	Varuzhan Akobian		occurUntil	2015
Q520287	P1082	250	La Estrella		occurSince	2016
Q1027483	P54	Q274465	Luiz Diallisson de Souza Alves	E.C. Vitória	occurUntil	2007
Q942842	P4080	1021	Smíchov		occurSince	1900
Q342406	P54	Q309480	Milenko Ačimovič	Al Ittihad FC	occurUntil	2006
Q137141	P1082	186	San Millán de los Caballeros		occurSince	2016
Q365406	P1411	Q37922	Vilhelm Moberg	Nobel Prize in Literature	occurSince	1965
Q606095	P1082	393	Hontanaya		occurUntil	2011
Q710707	P54	Q620846	Tarmo Neemelo	FC Kuressaare	occurUntil	2003
